nation,player_name,window,source_name,source_url,source_date
England,Vilikesa Sela,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Seb Atkinson,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Noah Caluori,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Immanuel Feyi-Waboso,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,George Ford,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Tommy Freeman,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,George Furbank,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Benhard Janse van Rensburg,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Alex Mitchell,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Cadan Murley,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Max Ojomoh,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Henry Slade,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Fin Smith,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Marcus Smith,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Ben Spencer,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Freddie Steward,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
England,Jack van Poortvliet,the 2026 Nations Championship (July window),England squad for the 2026 Nations Championship,https://www.englandrugby.com/follow/news-and-media/england-squad-named-nations-championship-2026,2026-06-19
Scotland,Ewan Ashman,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Josh Bayliss,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Magnus Bradbury,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Gregor Brown,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Scott Cummings,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Rory Darge,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Jack Dempsey,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Freddy Douglas,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Matt Fagerson,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Zander Fagerson,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Jonny Gray,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Gregor Hiddleston,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Will Hurd,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Nathan McBeth,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Liam McConnell,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Elliot Millar Mills,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,D'arcy Rae,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Alex Samuel,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Pierre Schoeman,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Seb Stephen,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Rory Sutherland,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Max Williamson,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Fergus Burke,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Jamie Dobie,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Darcy Graham,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,George Horne,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Rory Hutchinson,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Tom Jordan,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Stafford McDowall,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Kyle Rowe,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Finn Russell,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Ollie Smith,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Kyle Steyn,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Sione Tuipulotu,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Duhan van der Merwe,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Scotland,Ben White,the 2026 Nations Championship (July window),Scotland squad for the 2026 Nations Championship,https://www.theoffsideline.com/scotland-2026-summer-nations-championship-series-squad-announced/,2026-06-18
Italy,Lorenzo Cannone,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Niccolò Cannone,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Tommaso Di Bartolomeo,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Pablo Dimcheff,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Riccardo Favretto,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Danilo Fischetti,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Muhamed Hasa,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Michele Lamaro,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Gianmarco Lucchesi,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Giulio Marini,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Ion Neculai,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,David Odiase,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Alessandro Ortombina,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Marco Riccioni,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Federico Ruzza,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Mirco Spagnolo,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Ross Vintcent,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Andrea Zambonin,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Tommaso Allan,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Giulio Bertaccini,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Juan Ignacio Brex,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Giacomo Da Re,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Malik Faissal,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Alessandro Fusco,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Alessandro Garbisi,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Paolo Garbisi,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Monty Ioane,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Louis Lynagh,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Leonardo Marin,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Tommaso Menoncello,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Paolo Odogwu,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Lorenzo Pani,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
Italy,Stephen Varney,the 2026 Nations Championship (July window),Italy squad for the 2026 Nations Championship,https://www.rugbypass.com/news/gonzalo-quesada-announces-italy-squad-and-explains-ange-capuozzos-absence-nations-championship/,2026-06-17
South Africa,Thomas du Toit,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Wilco Louw,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Ntuthuko Mchunu,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Ox Nche,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Zachary Porthen,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Carlu Sadie,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Gerhard Steenekamp,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Boan Venter,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Johan Grobbelaar,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Malcolm Marx,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Andre-Hugo Venter,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Lood de Jager,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Eben Etzebeth,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Ruan Nortje,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Ruben van Heerden,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Paul de Villiers,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Ben-Jason Dixon,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Cameron Hanekom,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Siya Kolisi,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Evan Roos,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Vincent Tshituka,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Jasper Wiese,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Elrigh Louw,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Pieter-Steph du Toit,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Franco Mostert,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Marco van Staden,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Jan-Hendrik Wessels,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Cobus Wiese,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Embrose Papier,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Herschel Jantjies,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Cobus Reinach,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Grant Williams,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Manie Libbok,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Vusi Moyo,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Handre Pollard,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Damian de Allende,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Andre Esterhuizen,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Jesse Kriel,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Kurt-Lee Arendse,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Aphelele Fassi,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Quan Horn,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Cheslin Kolbe,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
